208.115.113.82 - - "2016-06-01 00:32:30" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/16/10 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
66.249.65.46 bot - "2016-06-01 05:52:29" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/3/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.53 bot - "2016-06-01 05:55:02" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/3/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.56 bot - "2016-06-01 05:55:23" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/31/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.111 bot - "2016-06-01 05:56:17" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/9/13 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.53 bot - "2016-06-01 05:57:37" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/9/13 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.10 bot - "2016-06-01 06:07:35" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.10 bot - "2016-06-01 06:08:17" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/34 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.108 bot - "2016-06-01 06:09:45" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/19/16 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.6 bot - "2016-06-01 06:13:21" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/34/19 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.111 bot - "2016-06-01 06:17:42" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/31/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.111 bot - "2016-06-01 06:18:02" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/56 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.56 bot - "2016-06-01 06:22:14" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/149 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.53 bot - "2016-06-01 06:22:19" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/50 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.59 bot - "2016-06-01 06:28:15" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/56/24 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
191.223.228.91 - - "2016-06-01 07:14:06" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
179.216.210.170 - - "2016-06-01 07:18:42" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/5/9 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
186.228.146.178 - - "2016-06-01 08:25:14" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
186.228.146.178 - - "2016-06-01 08:25:30" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
138.186.3.18 - - "2016-06-01 09:09:10" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/index 200 "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
138.186.3.18 - - "2016-06-01 09:10:00" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/index 200 "Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36"
177.223.160.77 - - "2016-06-01 09:46:55" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/19/16 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
177.223.160.77 - - "2016-06-01 09:48:55" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/19/16 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
189.58.228.0 - - "2016-06-01 09:49:01" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
40.77.167.90 bot - "2016-06-01 09:52:17" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/6 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
10.53.17.76 - - "2016-06-01 09:53:17" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 6.1; rv:46.0) Gecko/20100101 Firefox/46.0"
187.41.153.227 - - "2016-06-01 10:21:29" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/28 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
187.41.153.227 - - "2016-06-01 10:21:37" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/28 200 "Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20150101 Firefox/20.0 (Chrome)"
187.41.153.227 - - "2016-06-01 10:21:37" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/28 200 "Mozilla/5.0 (X11; Linux x86_64; rv:10.0) Gecko/20150101 Firefox/20.0 (Chrome)"
187.41.153.227 - - "2016-06-01 10:22:28" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
187.41.153.227 - - "2016-06-01 10:22:35" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
74.208.73.113 - - "2016-06-01 10:34:54" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/17/11 200 "Mozilla/4.0 (compatible; MSIE 6.0;Plagium;)"
189.123.125.101 - - "2016-06-01 10:41:12" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/35/32 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
189.123.125.101 - - "2016-06-01 11:17:32" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/35/32 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
201.68.148.19 - - "2016-06-01 11:38:21" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Mozilla/3.0 (compatible; IndyLibrary)"
66.249.65.53 bot - "2016-06-01 11:48:30" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/56/24 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
201.68.148.19 - - "2016-06-01 11:51:08" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Mozilla/3.0 (compatible; IndyLibrary)"
201.68.148.19 - - "2016-06-01 11:58:12" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Mozilla/3.0 (compatible; IndyLibrary)"
189.9.20.49 - - "2016-06-01 12:02:56" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/20/25 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.125 Safari/537.36"
189.15.190.99 - - "2016-06-01 12:03:56" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/151 200 "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
189.15.190.99 - - "2016-06-01 12:04:06" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/151/30 200 "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
189.15.190.99 - - "2016-06-01 12:04:09" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/151/30 200 "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
189.15.190.99 - - "2016-06-01 12:04:31" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/151 200 "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
179.221.100.70 - - "2016-06-01 12:23:39" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
10.13.16.49 - - "2016-06-01 13:16:07" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
66.249.65.43 bot - "2016-06-01 13:54:38" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.108 bot - "2016-06-01 14:02:03" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/28 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
177.200.95.114 - - "2016-06-01 14:08:57" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/35/32 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
66.249.65.59 bot - "2016-06-01 14:30:24" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/146 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.10 bot - "2016-06-01 15:02:57" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/17/11 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.14 bot - "2016-06-01 15:03:15" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/9 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.114 bot - "2016-06-01 15:03:31" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/11/14 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
186.228.146.178 - - "2016-06-01 15:04:57" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
66.249.65.46 bot - "2016-06-01 15:07:05" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/19 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
10.29.69.13 - - "2016-06-01 15:08:51" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 5.1; rv:46.0) Gecko/20100101 Firefox/46.0"
66.249.65.46 bot - "2016-06-01 15:35:12" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/18/15 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.14 bot - "2016-06-01 16:01:25" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/11 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.43 bot - "2016-06-01 16:01:37" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/11/14 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.14 bot - "2016-06-01 16:04:29" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/11/14 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.49 bot - "2016-06-01 16:05:02" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/30 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.14 bot - "2016-06-01 16:05:44" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/2 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.10 bot - "2016-06-01 16:06:56" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/5/9 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
10.13.16.168 - - "2016-06-01 16:07:46" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
186.205.2.228 - - "2016-06-01 16:08:44" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
66.249.65.10 bot - "2016-06-01 16:09:42" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/9/13 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.49 bot - "2016-06-01 16:24:16" http://revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.46 bot - "2016-06-01 16:26:09" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/6/6 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.53 bot - "2016-06-01 16:29:47" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.10 bot - "2016-06-01 16:32:44" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.46 bot - "2016-06-01 16:33:34" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/17 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.108 bot - "2016-06-01 16:33:55" http://projuriscursos.com.br/revista/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
200.128.77.250 - - "2016-06-01 17:00:06" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/15/34 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
66.249.65.56 bot - "2016-06-01 17:00:49" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/10 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.53 bot - "2016-06-01 17:01:57" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/38/20 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.59 bot - "2016-06-01 17:15:47" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/17/11 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.43 bot - "2016-06-01 17:16:16" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/146 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.10 bot - "2016-06-01 17:21:47" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/1/1 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.10 bot - "2016-06-01 17:22:34" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/16/10 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.6 bot - "2016-06-01 17:23:02" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/28/22 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.43 bot - "2016-06-01 17:25:27" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/50 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.53 bot - "2016-06-01 17:25:55" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/56 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.14 bot - "2016-06-01 17:26:14" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.10 bot - "2016-06-01 17:26:30" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.111 bot - "2016-06-01 17:38:39" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/34 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.14 bot - "2016-06-01 17:38:57" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/6/6 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.59 bot - "2016-06-01 17:40:56" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.43 bot - "2016-06-01 17:46:17" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/31/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.111 bot - "2016-06-01 17:47:45" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/31/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.111 bot - "2016-06-01 17:48:22" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/20 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.6 bot - "2016-06-01 17:48:39" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/30/17 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
164.132.161.38 bot - "2016-06-01 17:52:30" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/20 200 "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)"
66.249.65.111 bot - "2016-06-01 17:53:03" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/18/15 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.14 bot - "2016-06-01 17:57:52" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/19/16 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
191.185.34.110 - - "2016-06-01 18:06:34" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (Android; Tablet; rv:34.0) Gecko/34.0 Firefox/34.0"
